Institution Name	Institution Symbol	Institution State	Library Type	Requests Received	Requests From WorldCat	Requests Canceled	Requests Filled	Requests Filled (Loan)	Requests Filled (Copy)	Requests Unfilled	Electronic Link	Average Turnaround Time For Filled Requests (dd:hh:mm)	Average Turnaround Time For Loan Filled Requests (dd:hh:mm)	Average Turnaround Time For Copy Filled Requests (dd:hh:mm)
SIERRA VISTA PUB LIBR	SVZ	AZ	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SIMMONS UNIVERSITY	SCL	MA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SIOUXLAND LIBR	SDD	SD	Public	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
SIUSLAW PUB LIBR DIST	SIUSL	OR	Public	2	2	0	2	2	0	1	0	1:00:00	1:00:00	0:00:00
SNO-ISLE LIBRS	OEM	WA	Public	27	27	0	9	9	0	18	0	0:07:55	0:07:55	0:00:00
SOKA UNIV, ALISO VIEJO	SXQ	CA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SOUTH CENT LIBR SYST	WIM	WI	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SOUTHEASTERN PUB LIBR SYS OF OKLAHOMA	OKI	OK	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SOUTHERN ADVENTIST UNIV	TMS	TN	Academic	1	1	0	1	0	1	0	0	0:00:00	0:00:00	0:00:00
SOUTHERN ILLINOIS UNIV	SOI	IL	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SOUTHERN UTAH UNIV LIBR	UUA	UT	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SOUTHWESTERN ILLINOIS COLL LIBR	IDF	IL	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SPARTANBURG CNTY PUB LIBR	SPL	SC	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SPOKANE CNTY LIBR DIST	WSN	WA	Public	36	36	0	14	14	0	25	0	0:20:38	0:20:38	0:00:00
SPOKANE PUB LIBR	UAG	WA	Public	25	25	0	12	12	0	14	0	0:13:55	0:13:55	0:00:00
SPRINGFIELD GREENE CNTY LIBR	MOS	MO	Public	5	5	0	2	2	0	3	0	2:12:00	2:12:00	0:00:00
STANFORD UNIV LIBR	STF	CA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
STATE LIBR OF FLORIDA	FBA	FL	State Library	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
STATE LIBR OF LOUISIANA ISO ILL	AGLSL	LA	State or Municipal Governments	49	27	1	11	11	0	37	0	0:15:22	0:15:22	0:00:00
STATE LIBR OF N CAROLINA	NCS	NC	State Library	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
STEVENS INST OF TECH	NNO	NJ	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
STEVENSON UNIV LIBR	VJ2	MD	Academic	1	1	0	1	0	1	0	0	0:00:00	0:00:00	0:00:00
STONY BROOK UNIV	YSM	NY	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SUNY AT BINGHAMTON	BNG	NY	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SUNY COL AT PLATTSBURGH	YPM	NY	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SUNY COL OF TECH AT CANTON	ZCM	NY	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SUNY COLL AT OSWEGO	YOM	NY	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SYRACUSE UNIV	SYB	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TACOMA COMMUN COL LIBR	Z95	WA	Academic	0	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TAMPA-HILLSBOROUGH CNTY PUB LIBR	TNH	FL	Public	2	2	0	1	1	0	1	0	3:00:00	3:00:00	0:00:00
TARLETON STATE UNIV	TTS	TX	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TETON CNTY LIBR	W8T	WY	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
TEXAS A&M UNIV	TXA	TX	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
TEXAS TECH UNIV	ILU	TX	Academic	20	20	0	6	6	0	14	0	0:00:00	0:00:00	0:00:00
THE CLAREMONT COLLEGES	HDC	CA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
THE LIBRS OF STEVENS CNTY	LZS	WA	Public	5	5	0	2	2	0	3	0	0:00:00	0:00:00	0:00:00
THOMAS BRANIGAN MEM PUB LIBR	TBL	NM	Public	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
TIGARD PUB LIBR	OQW	OR	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
TIMBERLAND REG LIBR	UOJ	WA	Public	117	117	0	65	65	0	60	0	0:10:48	0:10:48	0:00:00
TIPP CITY PUB LIBR	OHTCP	OH	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
TOM GREEN CNTY LIBR SYST	QT5	TX	Public	2	0	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
TOMPKINS-CORTLAND COMMUN COL LIBR	VXT	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TOPEKA & SHAWNEE CNTY PUB LIBR	KTP	KS	Public	5	5	0	1	1	0	4	0	0:00:00	0:00:00	0:00:00
TRINE UNIV	ITS	IN	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TUALATIN PUB LIBR	OQS	OR	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
TUFTS UNIV	TFW	MA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TULANE UNIV	LRU	LA	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
TWIN FALLS PUB LIBR	Y#4	ID	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UINTAH CNTY LIBR	UINTA	UT	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UNALASKA PUB LIBR	X@8	AK	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF ALABAMA, BIRMINGHAM	ABC	AL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF ALASKA, ANCHORAGE	UAA	AK	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF ARIZONA	AZU	AZ	Major Academic Research	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF AUCKLAND LIBR	UV0	AS	Academic	0	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF BALTIMORE	BAL	MD	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF BRITISH COLUMBIA LIBR	UBC	BC	Major Academic Research	2	2	1	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA BERKELEY LIBR	CUY	CA	Academic	8	8	0	0	0	0	8	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, DAVIS, SHIELDS LIBR	CUV	CA	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, IRVINE	CUI	CA	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, LOS ANGELES	CLU	CA	Academic	17	17	0	6	6	0	11	0	0:12:00	0:12:00	0:00:00
UNIV OF CALIFORNIA, RIVERSIDE	CRU	CA	Major Academic Research	7	7	0	0	0	0	8	0	0:00:00	0:00:00	0:00:00
UNIV OF CENT FLORIDA LIBR	FTU	FL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF COLORADO AT DENVER, AURARIA LIBR	COA	CO	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF DELAWARE	DLM	DE	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF DENVER UNIV LIBR	DVP	CO	Academic	0	0	0	1	1	0	0	0	3:00:00	3:00:00	0:00:00
UNIV OF FLORIDA	FUG	FL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF HAWAII AT MANOA LIBR	HUH	HI	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
UNIV OF HONG KONG	HUA	AS	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF HOUSTON, DOWNTOWN	THD	TX	Academic	0	0	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF HOUSTON, VICTORIA	TXV	TX	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
UNIV OF IDAHO LIBR	NTD	ID	Academic	4	4	0	1	1	0	3	0	2:00:00	2:00:00	0:00:00
UNIV OF KENTUCKY LIBR	KUK	KY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF MANITOBA	UAT	MB	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF MARYLAND, COL PARK	UMC	MD	Academic	4	4	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
UNIV OF MASSACHUSETTS DARTMOUTH LIBR	SMU	MA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF MEMPHIS	TMA	TN	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF MICHIGAN LIBR	EYM	MI	Major Academic Research	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UNIV OF MINNESOTA, MINNEAPOLIS	MNU	MN	Academic	4	4	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
UNIV OF MONTANA, MANSFIELD LIBR	MTG	MT	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF N CAROLINA GREENSBORO	NGU	NC	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF N CAROLINA, CHAPEL HILL	NOC	NC	Academic	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF N CAROLINA, WILMINGTON	NXW	NC	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF N DAKOTA	UND	ND	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF N FLORIDA, CARPENTER LIBR	FNP	FL	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF N TEXAS	INT	TX	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF NEVADA LAS VEGAS	UNL	NV	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF NEVADA RENO	NNY	NV	Academic	8	8	0	0	0	0	8	0	0:00:00	0:00:00	0:00:00
UNIV OF NEVADA, SAVITT MED LIBR	NUZ	NV	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF NEW MEXICO	IQU	NM	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF OREGON LIBR	ORU	OR	Academic	29	29	0	8	8	0	22	0	0:03:07	0:03:07	0:00:00
UNIV OF OTTAWA	OTZ	ON	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF PENNSYLVANIA	PAU	PA	Academic	2	2	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF PITTSBURGH	PIT	PA	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF PUGET SOUND LIBR	UPP	WA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF ROCHESTER	RRR	NY	Major Academic Research	3	3	0	3	3	0	0	0	0:16:05	0:16:05	0:00:00
UNIV OF S CAROLINA	SUC	SC	Major Academic Research	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF SOUTHAMPTON, HARTLEY LIBR	S2H	EU	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF SOUTHERN CALIFORNIA	CSL	CA	Academic	9	9	0	2	2	0	7	0	0:12:00	0:12:00	0:00:00
UNIV OF SOUTHERN MISSISSIPPI	MUS	MS	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF TEXAS AT AUSTIN	IXA	TX	Academic	8	8	0	1	1	0	7	0	0:00:00	0:00:00	0:00:00
UNIV OF TEXAS, HEALTH SCI, SAN ANTONIO	TSA	TX	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF THE PACIFIC LIBR	UOP	CA	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF UTAH	UUM	UT	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF VIRGINIA	VA@	VA	Academic	0	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF W FLORIDA	FWA	FL	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF WASHINGTON LIBR	WAU	WA	Major Academic Research	24	24	0	3	3	0	22	0	0:07:55	0:07:55	0:00:00
UNIV OF WATERLOO LIBR	UWW	ON	Academic	2	2	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF WESTERN AUSTRALIA	UWA	AS	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN, GREEN BAY	GZW	WI	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN, MADISON, GEN LIBR SYS	GZM	WI	Academic	4	4	0	1	1	0	3	0	1:00:00	1:00:00	0:00:00
UNIV OF WISCONSIN, MILWAUKEE	GZN	WI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN, RIVER FALLS	WRF	WI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF WYOMING LIBR	WYU	WY	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIVERSITE DE MONTREAL	MUQ	QC	Academic	1	1	0	1	0	1	0	0	0:00:00	0:00:00	0:00:00
US AIR FORCE, EIELSON BASE LIBR	AYH	AK	Federal/Natl Government	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
US AIR FORCE, FAIRCHILD AFB, FL4620	FGJ	WA	Federal/Natl Government	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
US ARMY CORPS OF ENG, WALLA WALLA DIST	AFW	WA	Federal/Natl Government	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
US NAVAL ACAD	UNA	MD	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UTAH COUN BOOKMOBILE LIBR	UTAHB	UT	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UTAH STATE UNIV	UUS	UT	Academic	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
UTAH VAL UNIV	UV$	UT	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UTICA COLL LIBR	VVV	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
VERMONT DEPT OF LIBR, PROC CTR	VSS	VT	State or Municipal Governments	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
VERNON AREA PUB LIBR DIST	IV@	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
VIGO CNTY PUB LIBR	IVC	IN	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
VIRGINIA COMMONWEALTH UNIV LIBR	VRC	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
VITERBO UNIV LIBRARY.	ZR1	WI	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
WADSWORTH PUB LIBR	WADPL	OH	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WAKE CNTY PUB LIBR	NXA	NC	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WALDRON ISLAND SCH LIBR	WISLI	WA	Schools Below College Level	5	5	0	5	5	0	0	0	0:00:00	0:00:00	0:00:00
WALLA WALLA CNTY RURAL LIBR DIST	XVJ	WA	Public	18	18	0	13	13	0	5	0	1:00:00	1:00:00	0:00:00
WALLACE PUB LIBR	ZY4	ID	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WASHINGTON CNTY FREE LIBR	WC$	MD	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WASHINGTON CORR CTR FOR WOMEN LIBR	Z83	WA	State or Municipal Governments	3	3	0	1	1	0	3	0	0:00:00	0:00:00	0:00:00
WASHINGTON DIST LIBR	IDW	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WASHINGTON STATE UNIV	NTE	WA	Major Academic Research	11	11	0	1	1	0	11	0	0:00:00	0:00:00	0:00:00
WASHINGTON STATE UNIV LIBR	WS7	WA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WASHINGTON STATE UNIV, VANCOUVER	WS2	WA	Academic	8	8	0	4	4	0	4	0	0:06:00	0:06:00	0:00:00
WASHOE CNTY LIBR SYST	NUW	NV	Public	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
WATERTOWN REG LIBR	ZWA	SD	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WAUCONDA AREA PUB LIBR DIST	DV1	IL	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WAUKESHA CNTY TECH COLL LIBR	WCT	WI	Academic	1	1	0	0	0	0	1	1	0:00:00	0:00:00	0:00:00
WAYNE STATE UNIV	EYW	MI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WEBER STATE UNIV	UUO	UT	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WEBSTER EDEN LIBR	ELW	MO	Theological	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WEBSTER GROVES PUB LIBR	MW2	MO	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WELLS COL, LOUIS JEFFERSON LONG LIBR	YSW	NY	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
WEST VIRGINIA UNIV LIBR	WVU	WV	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WESTBANK COMMUN LIBR	T3B	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WESTCHESTER LIBR SYST	VVW	NY	Public	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
WESTERN MICHIGAN UNIV	EXW	MI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WESTERN PLAINS LIBR SYST	OWE	OK	Public	6	6	0	1	1	0	6	0	0:00:00	0:00:00	0:00:00
WESTERN STATE HOSPITAL	Z97	WA	State or Municipal Governments	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WESTERN WASHINGTON UNIV	XFF	WA	Academic	7	7	0	0	0	0	7	0	0:00:00	0:00:00	0:00:00
WESTLAKE PORTER PUB LIBR	OPW	OH	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WHATCOM CNTY LIBR SYST	WC4	WA	Public	119	119	0	65	65	0	58	0	0:13:41	0:13:41	0:00:00
WHEATON COL	ICW	IL	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
WHITE PINE LIBR COOP	EZW	MI	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WHITEHALL COMMUN LIBR	Y36	MT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WHITMAN CNTY RURAL LIBR DIST	XQU	WA	Public	1	1	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WHITMAN COL, PENROSE MEM LIBR	HTM	WA	Academic	11	11	0	3	3	0	7	0	0:00:00	0:00:00	0:00:00
WHITWORTH UNIV	WTV	WA	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WICHITA STATE UNIV	KSW	KS	Academic	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
WILLAMETTE UNIV LIBR	OWS	OR	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WILLIAMS CNTY PUB LIBR	OHWCP	OH	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WILLOW PUB LIBR	X#3	AK	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WILMETTE PUB LIBR DIST	GP5	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WISCONSIN DEPT OF PUB INSTRUCTION	GZR	WI	State Library	5	5	0	2	2	0	3	0	0:00:00	0:00:00	0:00:00
WOODBURN PUB LIBR	OOZ	OR	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WORCESTER PUB LIBR	WZW	MA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
YAKIMA VAL LIBRS	YVR	WA	Public	8	8	0	4	4	0	5	0	0:12:00	0:12:00	0:00:00
YALE UNIV LIBR	YUS	CT	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
YORK CNTY LIBR	ZKD	SC	Public	4	4	0	2	2	0	2	0	1:12:00	1:12:00	0:00:00


